LIIK;TYYP;MARK;MUDEL;KATEGOORIA;KERE_MATERJAL;PIKKUS;LAIUS;SYVIS;EHITUSAASTA;ESMANE_REG_KP;MOOTORITE_ARV;MOOTORITE_VOIMSUS;VKOM_MAAKOND;VKOM_TYYP
VÄIKELAEV;MOOTORPAAT;BUSTER;-;D;ALUMIINIUM;4.15;1.72;0.3;1979;1979-04-01;1;14.7;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;SKIPP;400;D;PLASTIK;4.0;1.42;0.25;2016;2016-10-31;1;;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;C;PLASTIK;4.36;1.46;0.0;1990;;0;4.0;Saare;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BUSTER;XL;C;ALUMIINIUM;6.05;2.2;0.39;;2020-06-18;1;85.0;Harju;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;PROGRESS;4;D;ALUMIINIUM;4.65;1.7;0.3;1973;;1;29.0;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;VELES;360;D;KANGAS;3.6;1.7;0.25;2011;;1;18.5;Tartu;FYYSILINE
ALLA12MLAEV;SÕUDEPAAT;GOLAVL;-;D;PLASTIK;4.1;1.38;0.2;1991;;1;6.0;Lääne-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BUSTER;R;D;ALUMIINIUM;4.15;1.7;0.25;1985;2018-03-20;1;14.7;Põlva;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BUSTER;XXL CABIN;C;ALUMIINIUM;6.57;2.45;0.49;2012;2017-06-01;1;111.0;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;LEADER;320;D;KANGAS;3.2;1.5;0.15;2007;;1;8.8;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;WHALY;455R;C;PLASTIK;4.5;1.75;0.25;;2019-08-12;1;38.0;Harju;FYYSILINE
VÄIKELAEV;KALAPAAT;-;-;D;TERAS;4.63;1.27;0.15;1992;;0;5.0;Lääne-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;FLIPPER;670 DC;C;PLASTIK;6.6;2.45;0.45;2014;;1;184.0;Lääne-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;SEA DOO;150 SPEEDSTER;C;PLASTIK;5.22;2.16;0.3;1998;2018-06-05;2;150.0;Saare;JURIIDILINE
VÄIKELAEV;PURJEJAHT;CARTER;30M;B;PLASTIK;9.12;3.08;1.58;1978;;1;9.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BAYLINER CAPRI;-;C;PLASTIK;5.0;2.24;0.3;1988;2007-05-24;1;80.0;Tartu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;OUTLAND;IPB-300;D;KANGAS;2.85;1.4;;2010;2016-10-07;1;3.0;Ida-Viru;FYYSILINE
VÄIKELAEV;PURJEJAHT;KING'S CRUISER;29;B;PLASTIK;8.68;2.5;1.5;1969;1975-07-21;1;5.1;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KIILI PAAT;440;D;PLASTIK;4.4;1.62;0.3;2016;2016-02-26;1;6.0;Saare;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BUSTER;XL;C;ALUMIINIUM;5.94;2.17;0.3;2014;2014-08-19;1;84.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;AMBER;430;C;PLASTIK;4.3;1.55;0.15;2016;2016-09-07;1;14.7;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;DULKAN;D370;C;KANGAS;3.7;1.7;0.15;2017;2017-03-24;1;14.9;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;JENHAL;TS-380;C;KUMM;3.8;1.7;0.2;2011;;1;19.0;Saare;FYYSILINE
VÄIKELAEV;MOOTORPAAT;SEA PRO;CD 320;D;KANGAS;3.2;1.51;;2012;2017-04-25;1;11.2;Ida-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;MÄÄRAMATA;-;D;PLASTIK;4.1;1.53;0.28;1983;2022-02-08;1;4.0;Harju;FYYSILINE
JETT;;SEA-DOO;GTI 90;C;;3.37;1.23;;2017;2018-07-17;1;66.0;Tartu;JURIIDILINE
VÄIKELAEV;SÕUDEPAAT;SEILSAT;C440;D;PLASTIK;4.4;1.65;0.25;2015;2016-05-10;1;14.7;Viljandi;FYYSILINE
VÄIKELAEV;MOOTORPAAT;OMAVALMISTATUD;-;C;PLASTIK;5.2;1.95;0.35;;2010-09-30;1;44.1;Järva;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BRIG;F 330;C;KUMM;3.3;1.64;0.24;2018;2018-07-16;1;18.3;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;-;-;;PUIT;6.1;1.78;0.3;1976;;0;4.0;Pärnu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KASSE;430;D;PLASTIK;4.27;1.58;0.26;2016;2017-04-28;1;5.0;Saare;FYYSILINE
VÄIKELAEV;MOOTORPAAT;CATRAN;ENDURO 400PG;C;KANGAS;4.0;1.9;0.15;2007;;1;22.0;Saare;FYYSILINE
VÄIKELAEV;MOOTORPAAT;HIIU;450;D;PLASTIK;4.5;1.6;0.35;2009;;1;10.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;GLASTRON;GS 249;C;PLASTIK;7.57;2.59;0.89;2004;2016-11-29;1;227.0;Pärnu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;SEA RAY;250 DA;C;PLASTIK;8.1;2.5;;1996;2014-07-03;1;186.0;Pärnu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BELLA;440;C;PLASTIK;4.4;1.75;0.25;;2019-04-29;1;29.4;Järva;FYYSILINE
VÄIKELAEV;PURJEJAHT;BENETEAU;OCEANIS 41.1;A;PLASTIK;11.97;4.2;2.19;2017;2017-12-21;1;33.1;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;PELLA;-;D;PLASTIK;4.3;1.5;0.18;1991;;1;2.0;Põlva;FYYSILINE
ALLA12MLAEV;KALAPAAT;MÄÄRAMATA;-;C;PUIT;6.5;2.0;0.4;1986;;1;15.0;Saare;JURIIDILINE
VÄIKELAEV;SÕUDEPAAT;KIILI PAAT;440;D;PLASTIK;4.4;1.62;0.3;2015;2015-07-02;1;6.0;Harju;FYYSILINE
ALLA12MLAEV;KALAPAAT;OMAVALMISTATUD;-;C;PLASTIK;4.43;1.5;0.2;2008;;1;20.0;Pärnu;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;NORPPA;9TK;C;PLASTIK;9.3;3.05;1.1;1994;2021-06-16;1;70.0;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;NEPTUN;-;C;PLASTIK;4.3;1.86;0.3;1969;;1;25.0;Lääne;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KOLIBRI;K 280 CT;C;KANGAS;2.8;1.4;0.11;2015;2015-05-09;1;2.6;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;CHAPARRAL;2370 SL;C;PLASTIK;7.57;2.6;0.45;1990;2016-05-20;1;221.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;PROGRESS;3M;D;ALUMIINIUM;4.65;1.7;0.0;1990;;1;15.0;Saare;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;C;PLASTIK;4.28;1.58;0.2;1995;;0;4.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BELLA;530 HT CLASS;D;PLASTIK;5.3;2.05;0.65;2008;;1;26.0;Harju;FYYSILINE
ALLA12MLAEV;KALAPAAT;KASSE;430;D;PLASTIK;4.27;1.58;0.26;1998;2018-04-13;1;5.0;Saare;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BUSTER;LX;C;ALUMIINIUM;5.13;1.99;0.27;;2022-05-20;1;44.8;Lääne;FYYSILINE
VÄIKELAEV;MOOTORPAAT;AQUA;MLA-3200 K;C;KANGAS;3.2;1.42;0.31;2021;2021-09-02;1;11.0;Ida-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;CHEYENNE II;500;D;KANGAS;3.35;1.39;0.1;2011;2014-06-18;1;1.9;Pärnu;FYYSILINE
JETT;;SEA-DOO;SPARK 3UP 900HO;C;;3.09;1.18;;2016;2018-05-30;1;66.2;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;YAMARIN;42 SC;D;PLASTIK;4.25;1.68;0.2;2012;2018-06-22;1;19.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;GRAND;R460;C;KANGAS;4.6;2.05;0.1;2009;;1;44.7;Järva;FYYSILINE
ALLA12MLAEV;KALAPAAT;KASSE;430;D;PLASTIK;4.3;1.55;0.28;2003;;1;4.0;Pärnu;FYYSILINE
JETT;;KAWASAKI;ULTRA 310 R;;;3.37;1.16;;2015;2016-08-10;1;221.0;Saare;FYYSILINE
VÄIKELAEV;MOOTORPAAT;OMAVALMISTATUD;-;C;PLASTIK;6.8;2.2;0.25;1998;;1;80.0;Tartu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KASSE;430R;D;PLASTIK;4.33;1.68;0.26;1999;2016-03-23;1;4.0;Jõgeva;FYYSILINE
VÄIKELAEV;MOOTORPAAT;CELEBRITY;240 CC;C;PLASTIK;7.4;2.23;0.9;2000;;1;250.0;Harju;FYYSILINE
VÄIKELAEV;PURJEJAHT;-;-;B;PLASTIK;7.65;2.73;1.56;1986;;0;8.0;;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;KASSE;455 R;D;PLASTIK;4.57;1.63;0.23;2017;2017-09-13;1;12.0;Saare;FYYSILINE
VÄIKELAEV;KALAPAAT;-;-;C;PUIT;9.4;2.6;0.44;1977;;0;9.0;Pärnu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;PELLA;MINI;D;PLASTIK;4.0;1.45;0.15;2006;;1;3.0;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;ASTRA;435 SILVERFISH;C;PLASTIK;4.3;1.8;0.28;2016;2017-04-27;1;22.4;Tartu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;D;KUMM;2.5;1.1;0.1;1985;;0;3.0;Ida-Viru;FYYSILINE
ALLA12MLAEV;PÄÄSTEPAAT;SEILSAT;440;D;PLASTIK;4.4;1.66;0.15;1997;;1;11.5;Tartu;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;DULKAN;D370;C;KANGAS;3.7;1.7;;2012;;1;14.9;Ida-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;VELES;301;D;KANGAS;3.0;1.45;0.15;2014;2014-08-04;1;7.4;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BAYLINER;192;C;PLASTIK;5.8;2.5;0.8;1998;;1;110.0;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;NORDLINE;42;D;PLASTIK;4.2;1.55;0.2;;2019-08-13;0;7.5;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;TEXAS;360;C;PLASTIK;3.6;1.65;0.2;2007;;1;11.0;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;C;PLASTIK;5.5;1.6;0.38;2002;;0;6.0;Pärnu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;;PLASTIK;4.36;1.46;0.0;1991;;0;2.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;PROGRESS;2M;D;ALUMIINIUM;4.65;1.7;0.2;1982;;1;22.0;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;DORI;-;D;ALUMIINIUM;8.45;2.7;0.0;1955;;0;14.0;Tartu;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;TERHI;4110;D;PLASTIK;4.1;1.72;0.26;2007;;1;22.0;Lääne;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KASSE;430;D;PLASTIK;4.27;1.58;0.26;2018;2018-07-31;1;5.0;Lääne-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;SKIPP;400;D;PLASTIK;4.0;1.42;0.25;2006;;1;3.0;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;MV-MARIN;R-4125;D;PLASTIK;4.8;1.8;0.25;1987;;1;36.8;Viljandi;FYYSILINE
VÄIKELAEV;MOOTORPAAT;VBOATS;VOYAGER 700 CABIN;C;ALUMIINIUM;7.15;2.48;0.35;;2020-11-20;1;188.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;FINNMASTER;7600 SPORTSFAMILY;C;PLASTIK;7.6;2.7;;;;1;168.0;Harju;JURIIDILINE
VÄIKELAEV;SÕUDEPAAT;PELLA;MINI;D;PLASTIK;4.0;1.45;0.15;2006;;1;3.0;Viljandi;FYYSILINE
VÄIKELAEV;MOOTORPAAT;PROGRESS;4;D;ALUMIINIUM;4.65;1.7;0.2;1989;;1;30.0;Tartu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;PELLA;FJORD;D;PLASTIK;4.36;1.46;0.2;1990;;1;4.0;Tartu;FYYSILINE
VÄIKELAEV;PURJEJAHT;BOTNIA;MINIRACER;C;PLASTIK;7.14;2.47;1.48;;;1;7.4;;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;LINGALAID;402;D;PLASTIK;4.0;1.6;0.17;;2020-03-30;1;7.2;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;GRAND;E-300;D;KANGAS;3.0;1.58;0.15;2007;;1;13.0;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;OMAVALMISTATUD;-;D;PUIT;5.0;1.6;0.3;1998;;0;0.0;Ida-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KOLIBRI;KM 280;C;KANGAS;2.8;1.48;;2014;;1;3.7;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;ATOMIX;600 SC;C;PLASTIK;6.0;2.3;;2014;2014-07-01;1;131.0;Lääne;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;DULKAN;D400DZ;C;KANGAS;4.0;1.85;0.2;;2020-07-31;1;22.1;Tartu;JURIIDILINE
JETT;;SEA-DOO;RXP-XRS 300 MY 22 INT;C;;3.27;1.22;;;2022-06-28;1;217.0;Ida-Viru;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;BOMBARD;AX 3;D;KANGAS;2.6;1.4;0.05;2006;;0;3.0;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;SKIPP;400;D;PLASTIK;4.0;1.42;0.25;2008;;1;3.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;JUZANKA;21;D;ALUMIINIUM;4.27;1.65;0.25;1989;;1;12.0;;FYYSILINE
ALLA12MLAEV;KALAPAAT;PELLA;-;D;PLASTIK;4.2;1.5;0.25;1983;;1;6.0;Hiiu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;;KUMM;3.0;1.25;0.0;2000;;0;2.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;KAZANKA;-;D;ALUMIINIUM;4.63;1.24;0.15;1958;;1;11.0;Järva;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KASSE;-;D;PLASTIK;4.3;1.58;0.2;1998;;0;4.0;Lääne;FYYSILINE
VÄIKELAEV;MOOTORPAAT;MÄÄRAMATA;-;C;PLASTIK;6.0;2.0;0.6;1985;;1;20.0;Viljandi;FYYSILINE
VÄIKELAEV;MOOTORPAAT;SELVA MARINE;PA 460 ALU;C;KANGAS;4.56;2.0;0.4;2008;;1;30.0;Jõgeva;JURIIDILINE
VÄIKELAEV;SÕUDEPAAT;DM RIVAL;415;D;PLASTIK;4.15;1.8;0.25;2015;2015-04-21;1;11.0;Ida-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;ROBUST;15;C;PLASTIK;4.47;1.76;0.3;2007;;1;8.0;Pärnu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;MÄÄRAMATA;-;D;PUIT;6.0;1.8;0.0;1975;;1;10.0;Saare;FYYSILINE
VÄIKELAEV;KALAPAAT;-;-;D;KUMM;2.55;1.11;0.0;1999;;0;3.0;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;PROGRESS;-;D;ALUMIINIUM;4.75;1.7;0.2;1979;;1;22.0;Põlva;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KORALL;33;D;KUMM;3.25;1.5;0.0;2005;;1;10.0;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;SKIPP;440;D;PLASTIK;4.4;1.72;0.27;2013;;1;7.5;Viljandi;FYYSILINE
VÄIKELAEV;MOOTORPAAT;RIVIERA;R;D;PLASTIK;4.33;1.69;0.0;1988;;1;14.7;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KASSE;430;D;PLASTIK;4.3;1.55;0.28;2006;;1;4.0;Saare;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;D;PUIT;4.94;1.6;0.0;2000;;0;5.0;Hiiu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BUSH;K-400;C;KUMM;4.05;1.9;0.0;2007;;1;25.7;Saare;FYYSILINE
VÄIKELAEV;MOOTORPAAT;TORONTO;-;D;PLASTIK;4.25;1.43;0.15;1980;;1;25.0;Valga;FYYSILINE
VÄIKELAEV;MOOTORPAAT;REGAL;1900;C;PLASTIK;6.1;2.5;1.0;1995;;1;130.0;;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;KIILI PAAT;440;D;PLASTIK;4.4;1.62;0.3;2014;;1;6.0;Harju;FYYSILINE
ALLA12MLAEV;KALAPAAT;MÄÄRAMATA;-;D;PUIT;5.4;1.5;0.3;1978;;1;12.0;Ida-Viru;FYYSILINE
ALLA12MLAEV;KALAPAAT;MÄÄRAMATA;-;C;PLASTIK;6.8;2.55;0.35;1980;;1;150.0;Tartu;JURIIDILINE
VÄIKELAEV;SÕUDEPAAT;OMAVALMISTATUD;-;D;PUIT;7.0;2.1;0.0;2002;;1;6.0;Tartu;FYYSILINE
JETT;;SEA-DOO;3D RFI;;MUU;2.72;1.12;0.0;2006;;0;110.0;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;MERCRUISER;DYNASTY;C;PLASTIK;5.7;2.4;0.8;1995;;1;100.0;;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;SD;270;C;MUU;2.7;1.5;0.15;2006;2019-04-12;1;7.5;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;OMAVALMISTATUD;-;D;ALUMIINIUM;3.1;1.25;0.15;1996;2015-04-25;1;3.0;Tartu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;VELES;301;D;KANGAS;3.0;1.45;0.15;2014;2015-04-14;1;7.4;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;PROGRESS;-;D;ALUMIINIUM;4.65;1.7;0.25;1972;;1;22.0;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;-;-;C;PLASTIK;6.03;2.34;0.5;1989;;0;6.0;Võru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;MÄÄRAMATA;-;D;PLASTIK;3.8;1.4;0.2;1994;;1;11.0;Lääne;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;NORDLINE;42;D;PLASTIK;4.2;1.55;0.2;2014;;1;7.5;Valga;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KEFAL;-;D;PUIT;3.8;1.3;0.0;1989;;1;6.0;Tartu;JURIIDILINE
VÄIKELAEV;SÕUDEPAAT;PELLA;NOVA;D;PLASTIK;4.4;1.6;0.15;2006;;1;8.0;Lääne-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;WHALY;400;C;PLASTIK;3.95;1.75;;;2022-06-15;1;29.5;Harju;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;MARINPORT;390;C;KUMM;3.9;1.7;0.2;1999;2018-05-16;1;18.7;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;AMUR;M;C;ALUMIINIUM;5.5;1.84;0.3;1983;;1;45.0;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;;KUMM;3.0;1.45;0.0;2000;;0;6.0;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;PELLA;-;D;PLASTIK;4.1;1.4;0.14;1975;;1;3.7;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;ZODIAC;420-02;C;PLASTIK;4.2;1.85;0.3;;2020-05-22;1;30.0;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KAISLA;415;D;PLASTIK;4.15;1.55;0.25;;2019-11-15;1;7.5;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;HONWAVE;T35AE1;C;KANGAS;3.5;1.71;0.1;2008;;1;15.0;Järva;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;D;PLASTIK;4.1;1.4;0.15;1979;;0;4.0;Ida-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;-;-;;PLASTIK;4.1;1.46;0.0;1980;;0;6.0;Harju;FYYSILINE
ALLA12MLAEV;KALAPAAT;OMAVALMISTATUD;-;D;PUIT;5.4;1.8;0.45;1989;;1;10.0;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;BAYLINER;CAPRI;C;PLASTIK;5.7;2.2;;;2022-09-08;1;95.5;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;CURSUS;440;D;PLASTIK;4.4;1.8;0.25;2011;;0;14.0;Ida-Viru;FYYSILINE
JETT;;SEA-DOO;GTI;;;3.22;1.24;;2006;;1;97.0;Tartu;FYYSILINE
JETT;;SEA-DOO;GTX LTD 300;C;;3.35;1.25;;2018;2018-05-18;1;217.0;Harju;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;FINNSPORT;410;D;PLASTIK;4.1;1.6;0.2;1980;;1;22.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;OMAVALMISTATUD;OMAVALMISTATUD;D;PLASTIK;6.4;2.0;0.6;1982;;1;11.0;Võru;FYYSILINE
JETT;;SEA DOO;RXP;;MUU;3.07;1.22;0.0;2007;;0;160.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;TERHI;NORDIC 6020 C;C;PLASTIK;4.62;1.87;0.25;1997;2015-03-03;1;22.0;Pärnu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;PROGRESS;4;D;ALUMIINIUM;4.65;1.7;0.0;1992;;1;29.0;Põlva;FYYSILINE
VÄIKELAEV;MOOTORPAAT;GLADIATOR;E 380;C;KANGAS;3.8;1.78;0.18;2020;2021-03-24;1;22.0;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;MALJUTKA;2;D;ALUMIINIUM;2.71;1.11;0.15;1983;;0;0.0;Viljandi;FYYSILINE
VÄIKELAEV;KALAPAAT;-;-;D;PUIT;3.8;1.3;0.18;1989;;0;4.0;Hiiu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KEFAL;-;D;PUIT;3.8;1.2;0.1;1991;;1;1.5;Jõgeva;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;KIILI PAAT;440;D;PLASTIK;4.4;1.6;0.2;2003;;1;6.0;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;GRAND;C300;C;KANGAS;3.0;1.67;0.05;2007;;1;11.0;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;SEA RAY;240 DA;C;PLASTIK;7.16;2.59;0.0;1996;;1;164.0;Harju;FYYSILINE
ALLA12MLAEV;KALAPAAT;KASSE;430;D;PLASTIK;4.3;1.58;0.2;1999;;1;6.0;Saare;FYYSILINE
VÄIKELAEV;MOOTORPAAT;TERHI;430S;D;PLASTIK;4.3;1.72;0.35;1973;;1;33.1;Pärnu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;PROGRESS;2;D;ALUMIINIUM;4.65;1.7;0.2;1971;;1;22.0;Tartu;FYYSILINE
VÄIKELAEV;MOOTORPAAT;JENHAL;Y-360;C;KANGAS;3.58;1.78;;2012;;1;14.9;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;-;-;D;ALUMIINIUM;4.95;1.9;0.0;1986;;0;5.0;Harju;FYYSILINE
JETT;;SEA DOO;RXP XRS 300;C;;3.28;1.15;;;2020-07-08;1;217.0;Pärnu;JURIIDILINE
VÄIKELAEV;SÕUDEPAAT;-;-;D;KUMM;2.65;1.17;0.0;1998;;0;3.0;Lääne-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;KASSE;455 R;D;PLASTIK;4.57;1.63;0.23;;2020-05-15;1;12.0;Saare;FYYSILINE
VÄIKELAEV;MOOTORPAAT;OMEGA;TP300K;C;KANGAS;3.0;1.5;0.26;;2019-12-18;1;7.2;Järva;FYYSILINE
VÄIKELAEV;MOOTORPAAT;CATRAN;MARINE 360AB;C;KANGAS;3.6;1.68;0.15;2014;2016-02-09;1;14.9;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;CRISTEL;420;D;PLASTIK;4.2;1.6;0.3;1976;;1;30.0;Ida-Viru;FYYSILINE
VÄIKELAEV;PURJEJAHT;POLARIS;-;B;PLASTIK;7.62;2.69;1.55;1994;;1;6.0;Hiiu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;TERHI;405;C;PLASTIK;4.05;1.74;0.15;1977;;1;7.4;Harju;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;BRIG;B380;D;KUMM;3.8;1.75;0.0;1999;;0;0.0;Viljandi;FYYSILINE
JETT;;SEA-DOO;GTX LTD 300;C;;3.35;1.25;;2021;2021-04-09;1;217.0;Harju;JURIIDILINE
ALLA12MLAEV;KALAPAAT;ROBUST;15M ;D;PLASTIK;4.72;1.75;0.31;;2020-10-13;1;25.0;Saare;JURIIDILINE
VÄIKELAEV;MOOTORPAAT;BUSTER;XL;C;ALUMIINIUM;5.6;2.17;0.35;2009;2015-09-03;1;85.0;Tartu;JURIIDILINE
VÄIKELAEV;SÕUDEPAAT;VELES;300;D;KANGAS;3.0;1.45;0.15;2011;;1;7.3;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;C-440;-;C;PLASTIK;4.4;1.65;0.2;;;1;14.7;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;KRÕM;3;D;ALUMIINIUM;4.03;1.6;0.35;1976;;1;30.0;Tartu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;PROGRESS;2M;D;TERAS;4.65;1.7;0.25;1988;;1;4.0;Ida-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;LILIA;-;D;PLASTIK;3.5;1.3;0.08;1993;;0;0.0;Tartu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;AQUA MARINA;BT-88850;C;KANGAS;2.77;1.5;0.15;2013;;1;7.5;Harju;FYYSILINE
VÄIKELAEV;MOOTORPAAT;MÄÄRAMATA;-;D;PLASTIK;5.0;2.0;0.3;1984;;1;63.0;Põlva;FYYSILINE
VÄIKELAEV;MOOTORPAAT;FLIPPER;575;C;PLASTIK;5.75;2.3;;;;1;44.0;Tartu;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;BUSH;K285;D;KANGAS;2.85;1.32;0.0;2006;;1;3.3;Ida-Viru;FYYSILINE
VÄIKELAEV;SÕUDEPAAT;BUSH;K285;D;KUMM;2.85;1.32;0.1;2006;;1;3.3;Ida-Viru;FYYSILINE
VÄIKELAEV;MOOTORPAAT;KRÕM;-;D;ALUMIINIUM;4.3;1.6;0.25;1978;;1;22.1;Ida-Viru;FYYSILINE
